Name,EIN,Category,Telephone,Address,City,State,Website,Facebook,Twitter,Income,Assests
aglow international 1291019 elko nv community lighthous,88-0315078,Other religious activities,N/A, 2048 SIERRA DR  89801-4555,elko,Nevada,,,,$0.00,$0.00
aglow international 1291018 carson city nv community li,94-3182192,,N/A, 1011 S ROOP ST APT 1106  89701-5369,carson city,Nevada,,,,$0.00,$0.00
aglow international 1291011 gardnerville minden nv comm,93-0811568,,N/A, 3474 CALCITE CIR  89705-7107,carson city,Nevada,,,,$0.00,$0.00
aglow international 1291006 las vegas nv prison neighbo,51-0238715,,N/A, 11621 ARUBA BEACH AVE  89138-7546,las vegas,Nevada,,,,$0.00,$0.00
ageless repertory theatre corp ,68-0563583,"Arts, Culture and Humanities",N/A, 6082 MIA VISTA DR  89502-9101,reno,Nevada,,,,$0.00,$0.00
ageless aviation dreams foundation inc ,45-2780141,Human Services - Multipurpose and Other,N/A, PO BOX 451  89702-0451,carson city,Nevada,http://agelessaviationdreams.org,,,"$201,806.00","$91,188.00"
agc scholarship ,80-0035158,Educational Institutions and Related Activities,N/A, 150 NORTH DURANGO DR  89145-5604,las vegas,Nevada,,,,"$28,904.00","$107,653.00"
agc community service func inc ,88-0432687,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, PO BOX 7578  89510-7578,reno,Nevada,http://N/A,,,$0.00,$0.00
agc building corporation ,88-0104373,Unspecified,N/A, PO BOX 7578  89510-7578,reno,Nevada,,,,"$132,707.00","$2,259,679.00"
agape manna inc ,33-0793119,"Religion-Related, Spiritual Development",N/A, 2505 ANTHEM VILLAGE DRIVE STE E155  89052-5505,henderson,Nevada,,,,"$43,260.00","$305,547.00"
ahe ministries inc ,45-5516112,"Religion-Related, Spiritual Development",N/A, 1894 E WILLIAM ST  89701-3224,carson city,Nevada,,,,"$12,831.00","$2,621.00"
ahavat torah synagogue ,88-0391291,"Religion-Related, Spiritual Development",N/A, 6953 GRAND JUNCTION AVE  89179-1201,las vegas,Nevada,,,,$0.00,$0.00
ahavas torah center ,46-3390357,"Religion-Related, Spiritual Development",N/A, 55 S VALLE VERDE DR STE 430  89012-3497,henderson,Nevada,,,,$0.00,$0.00
aguilas centro familiar cristiano ,88-0316167,"Religion-Related, Spiritual Development",N/A, 5355 MADRE MESA DR  89108-3541,las vegas,Nevada,,,,$0.00,$0.00
agricultural council of nevada ,94-3112975,Giving information or opinion see also Advocacy,N/A, 2165 GREEN VISTA DR STE 205  89431-8511,sparks,Nevada,,,,$0.00,$0.00
aglow international reno sparks nv metro comm,20-4096861,,N/A, 377 GRANADA DR  89431-1358,sparks,Nevada,,,,$0.00,$0.00
aglow international pahrump nv community ligh,20-1473626,,N/A, PO BOX 1168  89041-1168,pahrump,Nevada,,,,$0.00,$0.00
aglow international nevada spc position,26-0253295,,N/A, 1431 JENNINGS CT  89801-4704,elko,Nevada,,,,$0.00,$0.00
aglow international 1292001 nevada north ca e high sier,51-0245854,,N/A, 1459 CALLE LADERA  89410-6607,gardnerville,Nevada,,,,$0.00,$0.00
aglow international 1291032 sparks nv neighborhood ligh,26-0064898,,N/A, 460 EAGLE VIEW CT  89436-5649,spanish spgs,Nevada,,,,$0.00,$0.00
aglow international 1291031 fallon nv community lightho,33-1025676,,N/A, 124 N NEVADA ST  89406-3019,fallon,Nevada,,,,$0.00,$0.00
air force association 189 af thunderbird chapter,88-6006890,Educational Institutions and Related Activities,N/A, PO BOX 9749  89191-0749,nellis afb,Nevada,http://afalasvegas.org,,,$0.00,$0.00
aim outreach foundation inc ,47-2485057,"Recreation, Sports, Leisure, Athletics",N/A, 12 MORNING SKY LN  89135-7860,las vegas,Nevada,,,,$0.00,$0.00
aim high smile ,46-0684717,"Arts, Culture and Humanities",N/A, 3261 MONTECITO DR  89120-3108,las vegas,Nevada,http://www.michaeldarbyandsmile.org,,,$0.00,$0.00
aileen getty foundation ,45-4180922,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 5390 KIETZKE LN STE 202  89511-3028,reno,Nevada,,,,"$2,100,000.00","$210,531.00"
aidens gift ,45-5222073,Human Services - Multipurpose and Other,N/A, 1034 TYRALL CT  89436-1820,sparks,Nevada,,,,$0.00,$0.00
aidas angels ,81-4716825,Human Services - Multipurpose and Other,N/A, 848 N RAINBOW BLVD  89107-1103,las vegas,Nevada,,,,"$62,000.00","$47,905.00"
aid4nicaragua inc ,20-8019605,"International, Foreign Affairs and National Security",N/A, 5348 VEGAS DR  89108-2347,las vegas,Nevada,http://www.aid4nicaragua.org,,,$0.00,$0.00
aid for aids of nevada inc ,88-0214593,Discussion groups forums panels lectures etc,N/A, 1120 ALMOND TREE LANE  89104-3227,las vegas,Nevada,,,,"$2,022,283.00","$1,663,352.00"
aias inc ,91-1935603,"Mutual/Membership Benefit Organizations, Other",N/A, PO BOX 521  89021-0521,logandale,Nevada,,,,$0.00,$0.00
ahl-ul-bayt center of nevada inc ,46-1051677,Unknown,N/A, 4785 S DURANGO DR STE 104  89147-8167,las vegas,Nevada,http://WWW.ACONLV.ORG,,,"$132,223.00","$104,188.00"
ahia shaikh foundation inc ,32-0265366,"International, Foreign Affairs and National Security",N/A, 1785 E SAHARA AVE STE 490 # 643  89104-3757,las vegas,Nevada,,,,$0.00,"$917,009.00"
al-anon family groups southern nevada literature distribution cen ,82-3384187,"Mental Health, Crisis Intervention",N/A, 8200 W SAHARA AVE  89117-1803,las vegas,Nevada,http://Al-AnonLasVegasLiteratureDepot.com,,,$0.00,$0.00
al and mary evans fam foundation ,80-0505210,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 59 DAMONTE RANCH PKWY STE B # 473  89521-2989,reno,Nevada,,,,"$34,387.00","$307,813.00"
akugbe 1 international inc ,80-0625629,Educational Institutions and Related Activities,N/A, 3085 E RUSSELL RD STE B  89120-3482,las vegas,Nevada,mailto:OMOUSIGBE@AOL.COM,,,"$19,500.00","$7,855.00"
akiliah rivers inc ,38-3257940,"Recreation, Sports, Leisure, Athletics",N/A, 2829 W SAHARA AVE APT 11 STE 1041  89102-4313,las vegas,Nevada,,,,$0.00,$0.00
aja charitable fund ,20-2054545,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 3605 TOWN CENTER DR STE A  89135-3017,las vegas,Nevada,,,,"$17,597,788.00","$11,603,239.00"
aj kovel family foundation denise cashman ttee,20-5585092,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 2300 W SAHARA AVE STE 1110  89102-4354,las vegas,Nevada,,,,"$172,782.00","$1,008,601.00"
aishal avraham of las vegas ,47-4988087,"Food, Agriculture and Nutrition",N/A, 1553 LIVINGSTON DR  89012-2420,henderson,Nevada,,,,$0.00,$0.00
airheads beemer club inc ,33-0689040,Other recreational activities,N/A, 2112 WESTFIELD AVE  89509-1822,reno,Nevada,,,,"$114,397.00","$39,063.00"
air land and space museum ,82-1272877,"Arts, Culture and Humanities",N/A, 2771 SAMMY DAVIS JR DR  89109-1176,las vegas,Nevada,,,,$0.00,$0.00
air force sergeants association 1253 chapter,47-1403675,Propose support or oppose legislation,N/A, 6511 COPPER SMITH CT  89084-2216,n las vegas,Nevada,,,,$0.00,$0.00
air force sergeants association 1252 chapter,52-1247572,,N/A, PO BOX 9668  89191-0668,las vegas,Nevada,,,,$0.00,$0.00
all about silver stage kids ,46-2262168,Human Services - Multipurpose and Other,N/A, PO BOX 886  89429-0886,silver spgs,Nevada,,,,$0.00,$0.00
alive coaching foundation ,81-1915860,Human Services - Multipurpose and Other,N/A, 3722 LAS VEGAS BLVD S UNIT 2508  89158-4327,las vegas,Nevada,,,,"$170,075.00","$163,795.00"
alicia renee foundation ,46-3865698,Unknown,N/A, PO BOX 751294  89136-1294,las vegas,Nevada,http://www.AliciaReneeFoundation.org,,,$0.00,$0.00
alfred b & e j wheeler charitable trust 03-028800 ,82-6024443,,N/A, 6325 S RAINBOW BLVD STE 300  89118-3278,las vegas,Nevada,,,,"$183,575.00","$312,631.00"
alfred and marjorie rappaport foundation ,86-0850141,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 1102 VEGAS VALLEY DR  89109-1500,las vegas,Nevada,,,,$2.00,"$11,412.00"
alexxias for a child tommorrow- afact ,32-0219705,"International, Foreign Affairs and National Security",N/A, 1805 PLAZA DE CORDERO  89102-4030,las vegas,Nevada,"http://StarWatch Branding, Marketing & PR",,,$0.00,$0.00
alexander furlotti foundation ,81-4432923,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 120 US HIGHWAY 28  89402-7715,crystal bay,Nevada,,,,"$317,009.00","$2,391.00"
alexander dawson foundation mountain,22-6044616,Educational Institutions and Related Activities,N/A, 6720 VIA AUSTI PKWY STE 260  89119-3569,las vegas,Nevada,,,,"$66,062,216.00","$257,192,734.00"
alan and christy molasky charitable foundation ,26-3845146,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 6021 S FORT APACHE RD STE 100  89148-5562,las vegas,Nevada,,,,$1.00,"$780,344.00"
alberts womans guild ,88-6019776,Student loans,N/A, 1250 WYOMING AVE  89503-3207,reno,Nevada,,,,$0.00,$0.00
al-maun - neighborly needs - of las vegas nv ,32-0087926,Human Services - Multipurpose and Other,N/A, 711 MORGAN AVE  89106-3433,las vegas,Nevada,http://almaun.org,,,"$157,479.00","$27,884.00"
all nations church ,75-3027171,"Religion-Related, Spiritual Development",N/A, 8705 LINDELL RD STE 150  89139-7086,las vegas,Nevada,,,,$0.00,$0.00
all in for nevada inc ,47-1623280,Educational Institutions and Related Activities,N/A, 59 DAMONTE RANCH PARKWAY B535  89521-1907,reno,Nevada,,,,$0.00,$0.00
all his creatures inc ,47-1546961,Human Services - Multipurpose and Other,N/A, 2140 E PEBBLE RD STE 110  89123-3205,las vegas,Nevada,,,,$0.00,$0.00
all good work space foundation ,81-4243384,"Community Improvement, Capacity Building",N/A, 2831 SAINT ROSE PKWY STE 200  89052-4841,henderson,Nevada,http://www.allgoodwork.space,,,$0.00,$0.00
all fur love animal society ,27-0768604,Animal-Related,N/A, 4329 SUMMERS SHADE ST  89147-7800,las vegas,Nevada,http://ALL FUR LOVE ANIMAL SOCIETY,,,$0.00,$0.00
all that is corp blue lotus,47-3408239,"Religion-Related, Spiritual Development",N/A, 5624 CURBELO WAY  89120-3823,las vegas,Nevada,,,,$0.00,$0.00
all saints russian orthodox church ,36-4743404,"Religion-Related, Spiritual Development",N/A, 5100 SMOKE RANCH RD  89108-3521,las vegas,Nevada,,,,$0.00,$0.00
all people christian church of las vegas inc ,32-0214792,"Religion-Related, Spiritual Development",N/A, 9833 NORTHRUP DR  89521-6124,reno,Nevada,,,,$0.00,$0.00
all faiths spiritual center ,23-7172940,Church synagogue etc,N/A, PO BOX 7101  89510-7101,reno,Nevada,,,,$0.00,$0.00
all american youth football league ,45-5621696,Unknown,N/A, 1788 AMARONE WAY  89012-7220,henderson,Nevada,http://aayfl.net,,,$0.00,$0.00
all american booster club inc ,75-3065259,Youth Development,N/A, 5277 CAMERON LANE  89118-1579,las vegas,Nevada,,,,"$15,792.00","$30,815.00"
alliance for retired americans nevada alliance for retired americ ,73-1660312,,N/A, 602 E JOHN ST  89706-3044,carson city,Nevada,https://nevada.retiredamericans.org/,,,$0.00,$0.00
alliance for nevada nonprofits ,26-3429674,"Community Improvement, Capacity Building",N/A, 1135 TERMINAL WAY  89502-2121,reno,Nevada,http://www.alliancefornevadanonprofits.org,,,"$25,984.00","$14,357.00"
alliance for childhood diseases ,26-0286469,Health - General and Rehabilitative,N/A, 3121 S MARYLAND PKWY  89109-2307,las vegas,Nevada,http://www.childrenscenteroflasvegas.com,,,"$42,139,496.00","$32,119,231.00"
alliance against diabetes ,47-3212625,Medical Research,N/A, 3920 E PATRICK LN  89120-3927,las vegas,Nevada,,,,"$170,568.00","$17,890.00"
allerman upper virginia irrigation co inc ,88-0214748,Mutual ditch irrigation telephone electric company or like organization,N/A, PO BOX 55  89423-0055,minden,Nevada,,,,"$140,669.00","$124,770.00"
allender family foundation inc ,20-8017640,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 2733 MARIE ANTOINETTE ST  89044-0313,henderson,Nevada,,,,"$748,961.00","$5,948,847.00"
allen family foundation ,46-3372230,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 6 GRAND ANACAPRI DR  89011-2603,henderson,Nevada,,,,"$2,359,719.00","$4,903,827.00"
all-star futbol academy inc ,46-2620845,"Recreation, Sports, Leisure, Athletics",N/A, 8307 IVY LEAF ST  89139-6834,las vegas,Nevada,http://www.allstarfa.org,,,$0.00,$0.00
all vegas horses ,90-0877718,Animal-Related,N/A, PO BOX 750174  89136-0174,las vegas,Nevada,http://www.allvegashorses.com,,,"$91,621.00","$44,868.00"
alliance francaise de las vegas ,46-3371911,"Arts, Culture and Humanities",N/A, 6425 W SAHARA AVE STE 220  89146-3000,las vegas,Nevada,,,,"$116,795.00","$44,914.00"
alliance for retired americans nv alliance for retired amer edu fd,20-5590163,,N/A, PO BOX 128  89702-0128,carson city,Nevada,,,,$0.00,$0.00
alliance of divine love inc 2048,47-5658463,Church synagogue etc,N/A, 11500 PICKENS DR  89511-9445,reno,Nevada,,,,$0.00,$0.00
alliance of divine love inc 2045 sierra-ness chapel,81-0701777,Church synagogue etc,N/A, 929 MEADOW VIEW DR  89460-8925,gardnerville,Nevada,,,,$0.00,$0.00
alliance of divine love inc 2005 earth angels,47-3198575,Church synagogue etc,N/A, 10691 BRITTANY PARK DR  89521-8251,reno,Nevada,,,,$0.00,$0.00
alliance of divine love inc 2004 hearts path spiritual ministry,47-3236101,Church synagogue etc,N/A, 112 COLONIAL CIR  89801-4567,elko,Nevada,,,,$0.00,$0.00
alliance of divine love inc 2003 one love,47-4296364,Church synagogue etc,N/A, 1452 US HWY 395 N  89410-5561,gardnerville,Nevada,,,,$0.00,$0.00
alliance of divine love inc 1956,46-0725272,Church synagogue etc,N/A, 10085 GOLER WASH CT  89521-3029,reno,Nevada,,,,$0.00,$0.00
alliance of divine love inc 1906,47-4828875,Church synagogue etc,N/A, 3324 SHARI WAY  89431-1462,sparks,Nevada,,,,$0.00,$0.00
alliance of divine love inc 1874 adl chapel,90-0942662,Church synagogue etc,N/A, 2266 SAPPHIRE RIDGE WAY  89523-6215,reno,Nevada,,,,$0.00,$0.00
alliance of divine love inc 1873 the rose an adl affiliate,46-2284366,Church synagogue etc,N/A, 2441 BRIDGETOWN LOOP  89436-8184,sparks,Nevada,,,,$0.00,$0.00
alliance of divine love inc 1873 rose chapel,53-0466708,Church synagogue etc,N/A, 2441 BRIDGETOWN LOOP  89436-8184,sparks,Nevada,,,,$0.00,$0.00
alliance of divine love inc 01907 inspiration chapel,46-3925613,Church synagogue etc,N/A, 141 WILD HORSE RD  89403-7735,dayton,Nevada,,,,$0.00,$0.00
alpha delta kappa sorority inc nevada kappa chapter,51-0235295,Fraternity or sorority,N/A, 5965 SIERRA BONITA CT  89149-3970,las vegas,Nevada,,,,$0.00,$0.00
alpha delta kappa sorority inc nevada beta chapter,88-6009516,Fraternity or sorority,N/A, 890 MAPLEWOOD DR  89509-3670,reno,Nevada,http://Year,,,$0.00,$0.00
alpha chi omega fraternity inc delta xi delta knoxville tn alumnae,62-6046726,Fraternity or sorority,N/A, 184 BARTMESS CT  89436-6018,sparks,Nevada,,,,$0.00,$0.00
alopecia support instructional services ,26-2185636,Human Services - Multipurpose and Other,N/A, 1205 HELEN AVE  89030-3722,n las vegas,Nevada,,,,$0.00,$0.00
allied whole life foundation ,47-3701878,"Recreation, Sports, Leisure, Athletics",N/A, 8708 SPANISH RIDGE AVE STE 135  89148-1399,las vegas,Nevada,,,,$0.00,$0.00
alliance with the washoe county medical society ,88-6002884,Scholarships other,N/A, PO BOX 11363  89510-1363,reno,Nevada,,,,"$52,932.00","$192,146.00"
alliance of divine love inc 998 safe space,86-0940636,Church synagogue etc,N/A, 4790 CAUGHLIN PKWY PMB 189  89519-0907,reno,Nevada,,,,$0.00,$0.00
alliance of divine love inc 2067 radiance sanctuary,81-3114724,Church synagogue etc,N/A, 495 SCORPIO CIR  89521-9327,reno,Nevada,,,,$0.00,$0.00
alliance of divine love inc 2066 divine forgiveness,81-3114854,Church synagogue etc,N/A, 495 SCORPIO CIR  89521-9327,reno,Nevada,,,,$0.00,$0.00
alliance of divine love inc 2051,36-4838876,Church synagogue etc,N/A, 2405 MOUNTAIN ST  89703-1558,carson city,Nevada,,,,$0.00,$0.00
alliance of divine love inc 2050,47-5659511,Church synagogue etc,N/A, 112 COLONIAL CIR  89801-4567,elko,Nevada,,,,$0.00,$0.00
alpha omega social services inc ,46-5266792,"Public, Society Benefit - Multipurpose and Other",N/A, 7065 W ANN RD STE 130 # 428  89130-4990,las vegas,Nevada,,,,$0.00,$0.00
alpha omega deliverance church ,94-2625674,"Religion-Related, Spiritual Development",N/A, 2610 N MARTIN LUTHER KING BLVD  89032-0000,north las vegas,Nevada,,,,$0.00,$0.00
alpha omega alpha honor medical society 118 univ of nevada sch of medicine,36-3402134,Other school related activities,N/A, 1664 N VIRGINIA ST MSC 0427  89557-0001,reno,Nevada,,,,$0.00,$0.00
alpha kappa psi fraternity psi phi chapter,35-2379456,,N/A, 3030 LEADERSHIP PKWY  89503-2094,reno,Nevada,http://Alpha Kappa Psi Foundation,,,$0.00,$0.00
alpha kappa alpha sorority inc psi upsilon omega,30-0805642,Fraternity or sorority,N/A, PO BOX 531426  89053-1426,henderson,Nevada,,,,$0.00,$0.00
alpha kappa alpha sorority inc kappa xi,36-3201442,Fraternity or sorority,N/A, PO BOX 72282  89170-2282,las vegas,Nevada,,,,$0.00,$0.00
alpha gamma delta fraternity las vegas area alumnae chapter,90-1182693,Fraternity or sorority,N/A, 133 ARBOR WAY  89074-2796,henderson,Nevada,http://Michelle Sosa,,,$0.00,$0.00
alpha gamma delta fraternity delta omicron chapter,35-1748880,Fraternity or sorority,N/A, PO BOX 70523  89170-0523,las vegas,Nevada,,,,"$159,488.00","$158,979.00"
alpha epsilon pi fraternity nu sigma chapter,88-0223803,Other social activities,N/A, 28 PALADIN CT  89074-1732,henderson,Nevada,,,,"$73,869.00","$7,193.00"
alpha epsilon delata nevada beta 116 nevada beta chapter of aed,88-0138381,Educational Institutions and Related Activities,N/A, 4505 MARYLAND PARKWAY BOX 454001  89154-9900,las vegas,Nevada,http://www.aedunlv.org,,,$0.00,$0.00
alpha delta kappa sorority inc nevada state chapter,88-0132741,Fraternity or sorority,N/A, 315 VANDALIA ST  89106-3941,las vegas,Nevada,mailto:yosaint@earthlink.net,,,$0.00,$0.00
amargosa christian fellowship ,88-0439568,"Religion-Related, Spiritual Development",N/A, PO BOX 208  89020-0208,amargosa vly,Nevada,,,,$0.00,$0.00
amalgamated transit union 1637 local,88-0314095,Association of employees,N/A, 2350 S JONES BLVD STE 101 # 208  89146-3118,las vegas,Nevada,,,,"$659,808.00","$279,853.00"
am arcs of nevada ,23-7126367,Other school related activities,N/A, PO BOX 10384  89510-0384,reno,Nevada,,,,$0.00,$0.00
alzheimers nevada ,81-4686779,"Diseases, Disorders, Medical Disciplines",N/A, 1055 VIA SAINT LUCIA PL  89011-0872,henderson,Nevada,http://ALZHEIMER'S NEVADA,,,$0.00,$0.00
alyce taylor p t o ,20-1707408,Educational Institutions and Related Activities,N/A, 252 EGYPTIAN DR  89441-0550,sparks,Nevada,,,,$0.00,$0.00
alternative & integrative therapy support foundation ,01-0901287,Human Services - Multipurpose and Other,N/A, 2110 PINTO LN  89106-4809,las vegas,Nevada,,,,$0.00,$0.00
alta vista community resource center ,81-1504927,,N/A, 1530 E 6TH ST  89512-3707,reno,Nevada,,,,$0.00,$0.00
alpine ski & & snowboard club inc ,26-0882471,"Recreation, Sports, Leisure, Athletics",N/A, 7310 ROGERS ST  89139-5749,las vegas,Nevada,,,,$630.00,"$8,801.00"
